fips,County,State,County-State,Latitude,Longitude,Region,Dem08,Dem12,Dem16,Rep08,Rep12,Rep16,Total08,Total12,Total16,percentDem08,percentDem12,percentDem16,RorD08,RorD12,RorD16,mfgEmp12,mfgEmp16,DrugFR08,DrugFR12,DrugFR16,Obese08,Obese12,Obese16,Pov08,Pov12,Pov16,medInc08,medInc12,medInc16,incomePercent08,incomePercent12,incomePercent16,pop08,pop12,pop16,popCHG08,popCHG12,popCHG16,intMig08,intMig12,intMig16,domMig08,domMig12,domMig16,netMig08,netMig12,netMig16,civLab08,emp08,unemp08,unempR08,civLab12,emp12,unemp12,unempR12,civLab16,emp16,unemp16,unempR16,college,pctBlack,pctAsian,pctHispanic,pctWhite,pctForeign,empQuoMfg12,empQuoMfg16,empQuoTtl2012,empQuoTtl2016,EmpTtl2012,EmpTtl2016,WageMfg2012,WageMfg2016,WageTtl2012,WageTtl2016,C Pop Density,C Land Area,Ydiscuss,YdiscussOppose,YCO2limits,YCO2limitsOppose,YtrustclimsciSST,YtrustclimsciSSTOppose,Yregulate,YregulateOppose,YsupportRPS,YsupportRPSOppose,Yfundrenewables,YfundrenewablesOppose,Yhappening,YhappeningOppose,Yhuman,YhumanOppose,Yconsensus,YconsensusOppose,Yworried,YworriedOppose,Ypersonal,YpersonalOppose,YharmUS,YharmUSOppose,Ydevharm,YdevharmOppose,Yfuturegen,YfuturegenOppose,Yharmplants,YharmplantsOppose,Ytiming,YtimingOppose
27161,Waseca County,MN,"Waseca County, MN",44.026702,-93.57727,Central-N,4370.000,4401.000,2838.000,5116.000,5211.000,5967.000,9747.000,9888.000,9579.000,0.448,0.445,0.296,0,0,0,2390.33,1634.67,5.00,7.00,7.00,0.29,0.30,0.34,0.09,0.10,0.10,50589.00,52660.00,54183.00,0.97,1.04,1.01,19138.00,19199.00,18911.00,2.00,24.00,-90.00,1.00,10.00,9.00,-28.00,-24.00,-163.00,-27.00,-14.00,-154.00,10494.00,9928.00,566.00,0.05,10213.00,9625.00,588.00,0.06,9470.00,9063.00,407.00,0.04,0.56,0.02,0.01,0.06,0.95,0.03,1.09,1.28,1.02,1.02,6094.33,5171.67,25504023.00,20395608.00,49648054.00,46251130.00,45.20,423.00,0.30,0.31,0.65,0.33,0.67,0.30,0.72,0.27,0.62,0.37,0.81,0.18,0.66,0.15,0.49,0.36,0.43,0.32,0.53,0.47,0.35,0.58,0.53,0.38,0.59,0.30,0.68,0.22,0.68,0.24,0.46,0.53
27163,Washington County,MN,"Washington County, MN",44.999023,-92.90939,Central-N,70203.000,70277.000,67086.000,69137.000,64334.000,64428.000,142133.000,137059.000,142858.000,0.494,0.513,0.470,1,1,1,7324.67,9135.67,5.00,7.00,7.00,0.26,0.26,0.26,0.05,0.06,0.06,79670.00,77069.00,84113.00,1.53,1.53,1.57,238992.00,244011.00,253117.00,864.00,2452.00,2014.00,101.00,323.00,384.00,339.00,793.00,367.00,440.00,1116.00,751.00,129322.00,122858.00,6464.00,0.05,133687.00,126812.00,6875.00,0.05,137771.00,133125.00,4646.00,0.03,0.74,0.04,0.05,0.04,0.84,0.06,3.21,3.47,0.95,0.94,63435.00,71393.33,100317972.00,140291550.00,588260472.00,752459281.00,620.10,384.00,0.34,0.28,0.69,0.30,0.71,0.26,0.74,0.25,0.65,0.33,0.84,0.15,0.68,0.14,0.55,0.31,0.51,0.31,0.57,0.43,0.34,0.60,0.54,0.39,0.62,0.29,0.72,0.21,0.72,0.22,0.47,0.53
27165,Watonwan County,MN,"Watonwan County, MN",43.984607,-94.61096,Central-N,2494.000,2562.000,1814.000,2517.000,2526.000,2768.000,5144.000,5258.000,4971.000,0.485,0.487,0.365,0,1,0,1190.33,1258.00,3.00,5.00,7.00,0.28,0.30,0.27,0.11,0.12,0.10,43729.00,46565.00,48658.00,0.84,0.92,0.91,11197.00,11121.00,10908.00,-14.00,-54.00,-42.00,6.00,6.00,17.00,-7.00,-102.00,-104.00,-1.00,-96.00,-87.00,5470.00,5113.00,357.00,0.07,6285.00,5932.00,353.00,0.06,6409.00,6088.00,321.00,0.05,0.47,0.01,0.01,0.23,0.96,0.12,0.10,0.15,0.96,0.92,3258.00,3400.67,10174084.00,12235829.00,23554885.00,28812302.00,25.80,435.00,0.31,0.31,0.68,0.30,0.68,0.29,0.73,0.25,0.64,0.34,0.82,0.17,0.68,0.13,0.52,0.34,0.46,0.29,0.57,0.43,0.38,0.55,0.56,0.35,0.62,0.27,0.70,0.20,0.70,0.22,0.48,0.51
27167,Wilkin County,MN,"Wilkin County, MN",46.323696,-96.47832,Central-N,1258.000,1550.000,893.000,1884.000,1786.000,2129.000,3222.000,3414.000,3279.000,0.390,0.454,0.272,0,0,0,21.00,26.00,3.00,7.00,9.00,0.28,0.30,0.29,0.08,0.10,0.10,51743.00,50004.00,54536.00,0.99,0.99,1.02,6577.00,6616.00,6358.00,1.00,33.00,-34.00,0.00,0.00,0.00,-10.00,36.00,-13.00,-10.00,36.00,-13.00,3490.00,3337.00,153.00,0.04,3780.00,3602.00,178.00,0.05,3693.00,3571.00,122.00,0.03,0.60,0.00,0.00,0.02,0.98,0.01,2.65,2.79,1.04,1.02,1693.00,1586.67,103492.00,227499.00,13086145.00,16539423.00,8.80,751.00,0.30,0.31,0.62,0.36,0.65,0.32,0.70,0.29,0.60,0.38,0.81,0.18,0.64,0.17,0.47,0.37,0.42,0.34,0.51,0.49,0.34,0.60,0.52,0.40,0.58,0.31,0.67,0.24,0.66,0.26,0.44,0.55
27169,Winona County,MN,"Winona County, MN",44.008825,-91.7419,Central-N,14980.000,16308.000,11366.000,11480.000,10975.000,12122.000,27232.000,27935.000,25864.000,0.550,0.584,0.439,1,1,0,5906.67,6050.67,7.00,9.00,11.00,0.29,0.27,0.29,0.14,0.15,0.16,45155.00,46028.00,49365.00,0.87,0.91,0.92,51419.00,51368.00,50948.00,-42.00,5.00,9.00,17.00,82.00,93.00,-112.00,-153.00,-77.00,-95.00,-71.00,16.00,28929.00,27547.00,1382.00,0.05,29823.00,28363.00,1460.00,0.05,29217.00,28177.00,1040.00,0.04,0.60,0.01,0.02,0.03,0.95,0.04,1.42,1.64,0.99,1.02,21809.33,21651.00,66506990.00,73310578.00,180381776.00,197268129.00,82.20,626.00,0.34,0.28,0.71,0.28,0.71,0.26,0.75,0.24,0.66,0.32,0.84,0.15,0.71,0.12,0.53,0.33,0.51,0.29,0.58,0.42,0.37,0.58,0.57,0.36,0.63,0.27,0.72,0.20,0.72,0.22,0.50,0.50
27171,Wright County,MN,"Wright County, MN",45.188927,-93.91581,Central-N,25741.000,26343.000,20334.000,40466.000,37779.000,43274.000,67816.000,65578.000,69154.000,0.380,0.402,0.294,0,0,0,4944.33,6045.33,5.00,5.00,7.00,0.26,0.28,0.28,0.06,0.07,0.06,66825.00,68387.00,76489.00,1.28,1.35,1.43,125132.00,127377.00,132550.00,435.00,1025.00,1295.00,12.00,75.00,81.00,117.00,-235.00,247.00,129.00,-160.00,328.00,67440.00,63324.00,4116.00,0.06,70289.00,66175.00,4114.00,0.06,72305.00,69488.00,2817.00,0.04,0.65,0.01,0.01,0.03,0.92,0.03,0.71,0.63,0.76,0.75,31431.67,36527.33,56337037.00,75048298.00,263336646.00,344548264.00,188.70,661.00,0.29,0.31,0.60,0.38,0.67,0.31,0.70,0.30,0.62,0.37,0.81,0.19,0.63,0.19,0.46,0.38,0.40,0.36,0.50,0.50,0.32,0.61,0.51,0.41,0.57,0.32,0.66,0.25,0.65,0.27,0.42,0.58
27173,Yellow Medicine County,MN,"Yellow Medicine County, MN",44.715391,-95.82688,Central-N,2465.000,2816.000,1524.000,2806.000,2579.000,3382.000,5414.000,5569.000,5253.000,0.455,0.506,0.290,0,1,0,274.67,226.33,5.00,7.00,9.00,0.27,0.28,0.29,0.10,0.11,0.11,46381.00,46586.00,51028.00,0.89,0.92,0.95,10426.00,10180.00,9935.00,-12.00,-114.00,36.00,0.00,0.00,1.00,-4.00,-107.00,36.00,-4.00,-107.00,37.00,5847.00,5550.00,297.00,0.05,5679.00,5394.00,285.00,0.05,5439.00,5228.00,211.00,0.04,0.52,0.00,0.01,0.04,0.97,0.02,0.52,0.56,0.98,1.01,2787.00,2677.67,2302585.00,2020449.00,22696158.00,23394371.00,13.80,759.00,0.32,0.29,0.67,0.32,0.67,0.30,0.72,0.26,0.62,0.36,0.82,0.17,0.67,0.14,0.50,0.35,0.46,0.31,0.55,0.45,0.36,0.58,0.56,0.37,0.61,0.28,0.69,0.22,0.69,0.24,0.47,0.52
28001,Adams County,MS,"Adams County, MS",31.535545,-91.35434,Atlantic-S,9061.000,9021.000,7757.000,6293.000,6566.000,5874.000,15447.000,15696.000,13836.000,0.587,0.575,0.561,1,1,1,503.67,511.67,7.00,11.00,13.00,0.37,0.36,0.38,0.27,0.34,0.33,29830.00,26722.00,32327.00,0.57,0.53,0.60,32558.00,32180.00,31248.00,261.00,-231.00,-44.00,5.00,64.00,85.00,224.00,-288.00,-67.00,229.00,-224.00,18.00,13488.00,12614.00,874.00,0.07,12366.00,11141.00,1225.00,0.10,11264.00,10329.00,935.00,0.08,0.45,0.53,0.01,0.08,0.45,0.04,1.97,2.00,0.91,0.91,8848.33,8922.00,5075901.00,5969164.00,67251594.00,73592475.00,69.90,462.00,0.25,0.43,0.68,0.29,0.70,0.25,0.74,0.23,0.65,0.33,0.80,0.19,0.69,0.09,0.50,0.37,0.42,0.24,0.57,0.44,0.41,0.40,0.57,0.26,0.59,0.21,0.65,0.16,0.65,0.17,0.55,0.44
28003,Alcorn County,MS,"Alcorn County, MS",34.905759,-88.53908,Atlantic-S,3511.000,4130.000,2684.000,11111.000,10805.000,11819.000,14830.000,15182.000,14783.000,0.237,0.272,0.182,0,0,0,2300.67,2405.00,11.00,15.00,17.00,0.31,0.34,0.38,0.20,0.21,0.22,32119.00,31496.00,35180.00,0.62,0.62,0.66,37106.00,37243.00,37304.00,49.00,-66.00,-27.00,-1.00,26.00,35.00,20.00,-76.00,1.00,19.00,-50.00,36.00,15249.00,14091.00,1158.00,0.08,16001.00,14608.00,1393.00,0.09,15899.00,15075.00,824.00,0.05,0.44,0.12,0.00,0.03,0.85,0.01,1.89,1.91,0.87,0.89,10196.00,10959.00,25480852.00,27291303.00,79496399.00,91265268.00,92.60,400.00,0.25,0.40,0.54,0.43,0.61,0.36,0.67,0.32,0.55,0.43,0.76,0.23,0.57,0.21,0.41,0.42,0.33,0.37,0.44,0.56,0.31,0.55,0.47,0.42,0.48,0.36,0.57,0.28,0.57,0.29,0.42,0.58
28005,Amite County,MS,"Amite County, MS",31.189277,-90.83853,Atlantic-S,3242.000,3348.000,2697.000,4414.000,4245.000,4289.000,7706.000,7650.000,7050.000,0.421,0.438,0.383,0,0,0,270.67,292.67,7.00,11.00,13.00,0.37,0.39,0.42,0.24,0.21,0.23,31767.00,32824.00,30668.00,0.61,0.65,0.57,13113.00,12964.00,12458.00,-15.00,-208.00,-107.00,0.00,-1.00,0.00,-32.00,-220.00,-89.00,-32.00,-221.00,-89.00,5211.00,4848.00,363.00,0.07,4762.00,4284.00,478.00,0.10,4525.00,4191.00,334.00,0.07,0.40,0.41,0.00,0.01,0.60,0.00,1.53,1.78,0.87,0.90,1187.33,1357.67,2077995.00,2580542.00,8438352.00,10850561.00,18.00,730.00,0.28,0.40,0.65,0.33,0.67,0.29,0.71,0.27,0.62,0.37,0.79,0.19,0.66,0.11,0.48,0.36,0.43,0.26,0.54,0.46,0.40,0.44,0.56,0.30,0.58,0.24,0.64,0.19,0.64,0.20,0.51,0.48
28007,Attala County,MS,"Attala County, MS",33.075866,-89.57288,Atlantic-S,3927.000,3849.000,3242.000,5126.000,5273.000,4897.000,9092.000,9183.000,8256.000,0.432,0.419,0.393,0,0,0,633.33,693.67,7.00,9.00,11.00,0.37,0.40,0.39,0.26,0.26,0.24,29786.00,30108.00,32521.00,0.57,0.60,0.61,19539.00,19105.00,18934.00,-25.00,-213.00,-61.00,0.00,-3.00,2.00,29.00,-199.00,-23.00,29.00,-202.00,-21.00,7304.00,6655.00,649.00,0.09,7585.00,6841.00,744.00,0.10,7013.00,6540.00,473.00,0.07,0.44,0.42,0.00,0.02,0.58,0.01,1.39,2.20,0.88,0.70,3414.00,3456.33,4802910.00,5553058.00,23103304.00,26168758.00,26.60,735.00,0.27,0.41,0.62,0.36,0.66,0.30,0.71,0.28,0.61,0.37,0.78,0.20,0.66,0.11,0.46,0.38,0.40,0.27,0.53,0.47,0.39,0.44,0.56,0.30,0.57,0.24,0.64,0.19,0.63,0.20,0.50,0.48
28009,Benton County,MS,"Benton County, MS",34.792073,-89.17744,Atlantic-S,2051.000,2227.000,1719.000,2041.000,2329.000,2251.000,4116.000,4638.000,4013.000,0.498,0.480,0.428,1,0,0,171.67,176.33,5.00,9.00,11.00,0.34,0.38,0.37,0.23,0.27,0.26,28723.00,27834.00,30665.00,0.55,0.55,0.57,8696.00,8654.00,8264.00,-34.00,-54.00,100.00,0.00,-4.00,-2.00,-16.00,-44.00,106.00,-16.00,-48.00,104.00,2883.00,2565.00,318.00,0.11,3290.00,2941.00,349.00,0.11,3027.00,2824.00,203.00,0.07,0.34,0.37,0.00,0.02,0.65,0.01,1.30,1.49,0.93,0.94,980.00,573.33,1310195.00,1421660.00,8028005.00,4452355.00,21.40,407.00,0.23,0.45,0.59,0.38,0.65,0.30,0.70,0.28,0.60,0.38,0.77,0.22,0.62,0.13,0.45,0.40,0.35,0.28,0.51,0.49,0.37,0.44,0.53,0.31,0.54,0.25,0.61,0.20,0.61,0.21,0.48,0.50
28011,Bolivar County,MS,"Bolivar County, MS",33.803284,-90.83013,Atlantic-S,10582.000,10334.000,9046.000,4701.000,4891.000,4590.000,15428.000,15381.000,13824.000,0.686,0.672,0.654,1,1,1,1413.33,1541.00,3.00,5.00,5.00,0.39,0.34,0.38,0.35,0.33,0.34,28779.00,28802.00,29297.00,0.55,0.57,0.55,34089.00,34059.00,32737.00,-59.00,229.00,-612.00,1.00,6.00,13.00,-110.00,79.00,-629.00,-109.00,85.00,-616.00,15271.00,13982.00,1289.00,0.08,14400.00,12871.00,1529.00,0.11,13426.00,12445.00,981.00,0.07,0.49,0.65,0.01,0.02,0.34,0.02,2.73,2.68,0.90,0.88,9274.33,9529.33,14815247.00,17871370.00,71506244.00,81100898.00,38.90,877.00,0.30,0.41,0.75,0.23,0.75,0.21,0.77,0.21,0.70,0.29,0.83,0.16,0.74,0.06,0.55,0.31,0.51,0.19,0.63,0.37,0.46,0.36,0.63,0.22,0.65,0.17,0.70,0.12,0.70,0.13,0.59,0.39
28013,Calhoun County,MS,"Calhoun County, MS",33.913502,-89.3242,Atlantic-S,2586.000,2522.000,1910.000,4412.000,4467.000,4390.000,7068.000,7034.000,6396.000,0.366,0.359,0.299,0,0,0,864.00,748.00,7.00,11.00,13.00,0.33,0.35,0.36,0.20,0.22,0.25,31181.00,32453.00,33141.00,0.60,0.64,0.62,14952.00,14846.00,14610.00,-10.00,-65.00,-86.00,0.00,-4.00,0.00,-32.00,-41.00,-68.00,-32.00,-45.00,-68.00,5986.00,5458.00,528.00,0.09,6746.00,6185.00,561.00,0.08,6212.00,5876.00,336.00,0.05,0.37,0.28,0.00,0.06,0.71,0.03,2.20,1.28,0.82,0.77,2568.00,2374.33,7464495.00,6748101.00,17007292.00,16499190.00,25.50,587.00,0.26,0.40,0.62,0.36,0.63,0.33,0.69,0.29,0.58,0.40,0.77,0.21,0.63,0.14,0.46,0.38,0.39,0.30,0.51,0.49,0.37,0.47,0.53,0.33,0.54,0.28,0.61,0.21,0.61,0.22,0.48,0.51
28015,Carroll County,MS,"Carroll County, MS",33.459816,-89.90713,Atlantic-S,2007.000,2037.000,1680.000,3960.000,3902.000,3799.000,5992.000,5965.000,5528.000,0.335,0.342,0.304,0,0,0,226.67,119.67,5.00,7.00,9.00,0.34,0.32,0.34,0.18,0.20,0.18,35106.00,34876.00,38219.00,0.67,0.69,0.71,10580.00,10409.00,10255.00,-17.00,-52.00,17.00,0.00,0.00,0.00,-21.00,-19.00,32.00,-21.00,-19.00,32.00,4895.00,4552.00,343.00,0.07,3676.00,3271.00,405.00,0.11,3458.00,3198.00,260.00,0.08,0.42,0.33,0.00,0.01,0.68,0.01,5.48,4.77,1.01,0.97,821.00,716.33,1895840.00,1146561.00,5466453.00,5260238.00,16.90,628.00,0.23,0.44,0.56,0.41,0.62,0.34,0.68,0.31,0.57,0.41,0.76,0.23,0.58,0.17,0.42,0.42,0.34,0.33,0.46,0.54,0.34,0.49,0.49,0.37,0.50,0.31,0.58,0.24,0.58,0.26,0.45,0.55
28017,Chickasaw County,MS,"Chickasaw County, MS",33.93434,-88.93788,Atlantic-S,4378.000,4588.000,3649.000,3994.000,4395.000,4127.000,8503.000,9058.000,7890.000,0.515,0.507,0.462,1,1,0,3090.67,2223.67,7.00,9.00,11.00,0.36,0.37,0.33,0.22,0.21,0.25,30187.00,30524.00,31616.00,0.58,0.60,0.59,17413.00,17455.00,17246.00,21.00,-24.00,-122.00,0.00,21.00,18.00,-33.00,-127.00,-192.00,-33.00,-106.00,-174.00,7254.00,6478.00,776.00,0.11,7992.00,7174.00,818.00,0.10,7115.00,6643.00,472.00,0.07,0.36,0.44,0.00,0.04,0.55,0.02,1.45,1.22,0.89,0.78,5279.33,4423.67,22647486.00,18948085.00,36029608.00,33642215.00,34.60,502.00,0.26,0.42,0.67,0.31,0.68,0.28,0.73,0.25,0.63,0.35,0.79,0.19,0.67,0.10,0.48,0.37,0.42,0.25,0.55,0.45,0.40,0.42,0.56,0.28,0.58,0.23,0.64,0.17,0.64,0.18,0.53,0.46
28019,Choctaw County,MS,"Choctaw County, MS",33.343519,-89.25717,Atlantic-S,1428.000,1459.000,1218.000,2812.000,2624.000,2788.000,4273.000,4128.000,4065.000,0.334,0.353,0.300,0,0,0,251.33,230.67,7.00,9.00,13.00,0.35,0.34,0.32,0.25,0.27,0.24,31771.00,31177.00,34548.00,0.61,0.62,0.64,8561.00,8357.00,8242.00,13.00,-46.00,-52.00,1.00,0.00,2.00,-3.00,-51.00,-40.00,-2.00,-51.00,-38.00,3427.00,3157.00,270.00,0.08,3724.00,3386.00,338.00,0.09,3743.00,3531.00,212.00,0.06,0.44,0.30,0.00,0.01,0.70,0.00,0.32,0.44,0.82,0.69,1411.33,1425.00,2575381.00,1994840.00,13027654.00,13889074.00,20.40,418.00,0.23,0.44,0.41,0.57,0.60,0.39,0.62,0.38,0.54,0.45,0.73,0.26,0.55,0.17,0.40,0.40,0.28,0.33,0.48,0.52,0.36,0.46,0.52,0.32,0.53,0.26,0.59,0.23,0.57,0.25,0.41,0.58
28021,Claiborne County,MS,"Claiborne County, MS",31.963371,-90.92101,Atlantic-S,4838.000,4682.000,3708.000,625.000,748.000,540.000,5484.000,5453.000,4272.000,0.882,0.859,0.868,1,1,1,112.33,126.00,3.00,7.00,9.00,0.41,0.43,0.48,0.35,0.39,0.43,27876.00,22802.00,26083.00,0.54,0.45,0.49,9572.00,9380.00,9139.00,-26.00,-405.00,-32.00,1.00,1.00,9.00,-53.00,-438.00,-74.00,-52.00,-437.00,-65.00,3628.00,3240.00,388.00,0.11,3530.00,2986.00,544.00,0.15,3081.00,2729.00,352.00,0.11,0.49,0.85,0.00,0.01,0.15,0.01,2.01,1.95,0.88,0.85,3610.67,1937.00,1004967.00,1271581.00,70307071.00,23150700.00,19.70,487.00,0.27,0.45,0.74,0.24,0.75,0.21,0.78,0.20,0.69,0.29,0.81,0.17,0.74,0.05,0.54,0.33,0.48,0.18,0.62,0.38,0.47,0.32,0.62,0.20,0.64,0.15,0.69,0.11,0.70,0.12,0.61,0.38
28023,Clarke County,MS,"Clarke County, MS",32.05673,-88.72514,Atlantic-S,3111.000,3121.000,2585.000,5049.000,5229.000,5137.000,8253.000,8397.000,7791.000,0.377,0.372,0.332,0,0,0,515.67,502.00,9.00,11.00,13.00,0.33,0.36,0.35,0.21,0.24,0.22,33264.00,32875.00,34910.00,0.64,0.65,0.65,16708.00,16500.00,15888.00,-24.00,-161.00,-115.00,0.00,3.00,2.00,-44.00,-162.00,-98.00,-44.00,-159.00,-96.00,7024.00,6491.00,533.00,0.08,6729.00,6005.00,724.00,0.11,6080.00,5665.00,415.00,0.07,0.43,0.34,0.00,0.01,0.66,0.00,1.37,1.42,0.97,0.98,2140.67,2162.33,3355203.00,3867794.00,16492598.00,16649092.00,24.20,692.00,0.28,0.40,0.66,0.33,0.69,0.29,0.72,0.26,0.64,0.35,0.80,0.19,0.67,0.12,0.49,0.35,0.44,0.27,0.53,0.47,0.38,0.46,0.55,0.32,0.57,0.26,0.64,0.20,0.64,0.21,0.49,0.50
28025,Clay County,MS,"Clay County, MS",33.62955,-88.72269,Atlantic-S,6712.000,6558.000,5722.000,4291.000,4466.000,4150.000,11072.000,11092.000,10003.000,0.606,0.591,0.572,1,1,1,626.33,668.33,5.00,7.00,7.00,0.35,0.38,0.35,0.25,0.27,0.28,33205.00,30243.00,33939.00,0.64,0.60,0.63,20548.00,20384.00,19850.00,-86.00,-109.00,-172.00,1.00,0.00,0.00,-58.00,-109.00,-128.00,-57.00,-109.00,-128.00,7319.00,6380.00,939.00,0.13,8587.00,7379.00,1208.00,0.14,8053.00,7398.00,655.00,0.08,0.47,0.59,0.00,0.01,0.41,0.01,0.88,0.77,0.92,0.89,4125.67,4408.67,6951923.00,8817237.00,34576627.00,36770122.00,50.30,410.00,0.26,0.43,0.68,0.29,0.71,0.24,0.75,0.23,0.66,0.32,0.80,0.18,0.69,0.09,0.50,0.36,0.44,0.24,0.57,0.43,0.41,0.40,0.57,0.26,0.59,0.21,0.66,0.15,0.66,0.17,0.55,0.44
28027,Coahoma County,MS,"Coahoma County, MS",34.24822,-90.57424,Atlantic-S,7792.000,7597.000,6378.000,2712.000,2917.000,2426.000,10549.000,10568.000,8912.000,0.739,0.719,0.716,1,1,1,661.00,555.33,9.00,13.00,15.00,0.43,0.46,0.43,0.32,0.37,0.35,28320.00,27349.00,28647.00,0.54,0.54,0.53,26123.00,25646.00,23809.00,-22.00,-226.00,-686.00,3.00,5.00,4.00,-49.00,-382.00,-796.00,-46.00,-377.00,-792.00,10173.00,9258.00,915.00,0.09,10217.00,8931.00,1286.00,0.13,9270.00,8451.00,819.00,0.09,0.50,0.75,0.01,0.01,0.25,0.01,2.82,2.93,0.91,0.90,6391.33,6283.67,5756088.00,5039242.00,48762961.00,51828899.00,47.40,552.00,0.29,0.40,0.73,0.24,0.72,0.22,0.76,0.21,0.67,0.31,0.82,0.16,0.74,0.05,0.53,0.34,0.49,0.19,0.63,0.37,0.48,0.33,0.64,0.20,0.65,0.15,0.71,0.11,0.71,0.12,0.61,0.37
28029,Copiah County,MS,"Copiah County, MS",31.866098,-90.40413,Atlantic-S,7749.000,7710.000,6741.000,6282.000,6701.000,6103.000,14123.000,14502.000,12982.000,0.549,0.532,0.519,1,1,1,1803.67,1826.67,7.00,9.00,9.00,0.38,0.38,0.37,0.25,0.25,0.26,33699.00,31971.00,35314.00,0.65,0.63,0.66,29428.00,28956.00,28482.00,-21.00,-311.00,-272.00,2.00,8.00,21.00,-68.00,-390.00,-326.00,-66.00,-382.00,-305.00,12049.00,11192.00,857.00,0.07,11873.00,10562.00,1311.00,0.11,11448.00,10707.00,741.00,0.07,0.48,0.51,0.00,0.03,0.48,0.02,2.84,2.85,0.88,0.91,5485.33,5565.67,19997281.00,22793989.00,42439980.00,48134260.00,37.90,777.00,0.28,0.41,0.69,0.29,0.70,0.26,0.74,0.24,0.66,0.33,0.80,0.18,0.68,0.10,0.50,0.36,0.44,0.25,0.56,0.44,0.41,0.42,0.57,0.28,0.59,0.22,0.66,0.17,0.66,0.18,0.53,0.46
28031,Covington County,MS,"Covington County, MS",31.637664,-89.54947,Atlantic-S,3878.000,3852.000,3276.000,5405.000,5523.000,5435.000,9348.000,9461.000,8811.000,0.415,0.407,0.372,0,0,0,1305.00,1319.67,9.00,11.00,13.00,0.38,0.36,0.36,0.24,0.27,0.27,31639.00,31655.00,31835.00,0.61,0.63,0.59,19595.00,19553.00,19569.00,24.00,39.00,-8.00,0.00,9.00,5.00,40.00,15.00,-56.00,40.00,24.00,-51.00,8812.00,8292.00,520.00,0.06,8359.00,7651.00,708.00,0.09,8116.00,7671.00,445.00,0.06,0.41,0.36,0.00,0.02,0.63,0.00,0.96,0.88,1.06,1.06,3726.67,4035.00,8799878.00,9973247.00,26815950.00,30960377.00,47.30,414.00,0.25,0.41,0.61,0.36,0.65,0.31,0.70,0.28,0.60,0.38,0.78,0.21,0.63,0.13,0.45,0.39,0.38,0.29,0.51,0.49,0.37,0.46,0.53,0.33,0.54,0.27,0.62,0.21,0.62,0.22,0.49,0.50
28033,DeSoto County,MS,"DeSoto County, MS",34.904345,-89.99206,Atlantic-S,21575.000,19627.000,20591.000,43559.000,44222.000,43089.000,65794.000,64323.000,65695.000,0.328,0.305,0.313,0,0,0,3970.67,4316.33,9.00,11.00,11.00,0.32,0.37,0.36,0.09,0.10,0.10,60117.00,54495.00,58479.00,1.16,1.08,1.09,161783.00,166405.00,175611.00,519.00,2421.00,2399.00,18.00,55.00,75.00,228.00,1462.00,1580.00,246.00,1517.00,1655.00,78606.00,74957.00,3649.00,0.05,83109.00,77739.00,5370.00,0.07,86427.00,82771.00,3656.00,0.04,0.59,0.24,0.01,0.05,0.69,0.03,0.94,1.00,0.85,0.85,40889.00,50928.67,42578626.00,48758479.00,319775522.00,412261417.00,338.80,476.00,0.26,0.39,0.59,0.39,0.66,0.32,0.71,0.28,0.61,0.38,0.78,0.21,0.61,0.17,0.46,0.38,0.39,0.34,0.48,0.52,0.34,0.52,0.50,0.38,0.53,0.31,0.61,0.24,0.61,0.25,0.45,0.55
28035,Forrest County,MS,"Forrest County, MS",31.263019,-89.2762,Atlantic-S,13272.000,11622.000,11716.000,16574.000,15296.000,15461.000,30236.000,27184.000,28064.000,0.439,0.428,0.417,0,0,0,3032.67,3342.00,9.00,11.00,13.00,0.35,0.34,0.34,0.24,0.28,0.26,33693.00,33203.00,36808.00,0.65,0.66,0.69,75001.00,76613.00,75979.00,69.00,724.00,58.00,27.00,137.00,147.00,-90.00,267.00,-334.00,-63.00,404.00,-187.00,36878.00,34810.00,2068.00,0.06,34419.00,31315.00,3104.00,0.09,33488.00,31574.00,1914.00,0.06,0.56,0.37,0.01,0.03,0.59,0.03,0.64,0.21,0.73,0.71,26021.67,27796.33,28722707.00,34812946.00,215214144.00,249085908.00,160.80,466.00,0.30,0.37,0.66,0.32,0.71,0.27,0.73,0.25,0.65,0.34,0.81,0.18,0.68,0.12,0.50,0.34,0.46,0.27,0.55,0.45,0.39,0.46,0.57,0.31,0.59,0.25,0.66,0.20,0.66,0.20,0.50,0.49
28037,Franklin County,MS,"Franklin County, MS",31.475548,-90.89939,Atlantic-S,1726.000,1733.000,1502.000,2735.000,2909.000,2721.000,4493.000,4685.000,4290.000,0.384,0.370,0.350,0,0,0,94.67,28.33,9.00,15.00,17.00,0.37,0.39,0.36,0.22,0.23,0.21,32406.00,33979.00,36544.00,0.62,0.67,0.68,8117.00,7884.00,7782.00,-1.00,-101.00,23.00,0.00,0.00,0.00,14.00,-77.00,0.00,14.00,-77.00,0.00,3083.00,2853.00,230.00,0.08,3071.00,2771.00,300.00,0.10,2857.00,2652.00,205.00,0.07,0.43,0.36,0.00,0.01,0.66,0.00,0.68,0.63,0.80,0.82,1023.67,988.33,684424.00,179122.00,8024158.00,9103978.00,14.40,564.00,0.25,0.41,0.61,0.37,0.65,0.31,0.70,0.28,0.59,0.39,0.78,0.21,0.63,0.14,0.45,0.40,0.38,0.31,0.50,0.50,0.36,0.48,0.52,0.34,0.53,0.28,0.61,0.22,0.61,0.23,0.48,0.51
